name,L-30_1,L-30_2,L-30_3,FD30_1,FD30_2,FD30_3,FD90_1,FD90_2,FD90_3,FD150_1,FD150_2,FD150_3,R+1_1,R+1_2,R+1_3,R+7_1,R+7_2,R+7_3
MGYG000004050,0.00126,0.0021,9e-05,0.00228,0.00424,0.00032,0.00205,0.00185,0.00028,0.00091,0.00262,5e-05,0.00091,0.00235,0.00011,0.00117,0.00155,9e-05
RC9 sp900769905,0.00111,0.0013,0.00082,0.00103,0.00091,0.00116,0.00157,0.00125,0.00123,0.00164,0.00105,0.00108,0.00163,0.00164,0.00091,0.00185,0.00142,0.00088
RC9 sp000431015,0.00042,0.00048,0.00016,0.00031,0.00022,0.0003,0.00073,0.00051,0.00024,0.0005,0.00055,0.00022,0.00047,0.00064,0.00019,0.00059,0.00049,0.00019
MGYG000004790,8e-05,0.00011,3e-05,0.00015,0.00029,6e-05,0.00015,0.00013,5e-05,8e-05,0.00017,2e-05,7e-05,0.00014,4e-05,0.0001,0.00012,3e-05
RC9 sp001915575,5e-05,3e-05,0,1e-05,1e-05,0,2e-05,1e-05,0,2e-05,1e-05,0,2e-05,2e-05,0,2e-05,2e-05,0
RC9 sp900546395,0,0,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05
RC9 sp900546445,0,0,0,2e-05,2e-05,6e-05,1e-05,1e-05,9e-05,0,1e-05,2e-05,1e-05,1e-05,8e-05,0,0,1e-05
RC9 sp000434935,0,0,1e-05,0,0,2e-05,0,0,1e-05,0,0,0.00025,0,0,1e-05,0,0,4e-05
RC9 sp004556005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC9 sp900546925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC9 sp000435075,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1232 sp004561775,0.0001,7e-05,4e-05,7e-05,6e-05,9e-05,0.00012,0.00011,9e-05,0.00013,9e-05,0.00012,0.00012,0.00013,8e-05,0.00011,0.00013,8e-05
UBA1232 sp900769735,6e-05,7e-05,2e-05,0.00011,5e-05,5e-05,0.00013,0.00012,4e-05,0.00012,0.0001,2e-05,8e-05,9e-05,2e-05,8e-05,0.00012,2e-05
UBA1232 sp900769385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1232 sp900544815,0,0,0,1e-05,4e-05,0,0,1e-05,1e-05,0,1e-05,0,0,0,0,0,0,0
CAG-831 sp000432775,4e-05,4e-05,2e-05,2e-05,0.00012,0.00012,5e-05,0.00011,0.00034,9e-05,8e-05,0.00025,7e-05,0.00011,0.00031,7e-05,0.0001,7e-05
CAG-831 sp900769885,1e-05,1e-05,0,2e-05,4e-05,1e-05,1e-05,4e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0
CAG-831 sp900771335,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05
CAG-831 sp900550465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900770635,0.00116,0.00119,0.0007,0.00094,0.00065,0.00057,0.00146,0.00091,0.00045,0.00145,0.00092,0.00061,0.00144,0.00134,0.00052,0.0015,0.00119,0.00065
Alistipes sp002358415,2e-05,1e-05,1e-05,1e-05,0.00011,3e-05,1e-05,0.00078,2e-05,3e-05,0.00038,2e-05,3e-05,0.0007,3e-05,3e-05,0.00022,3e-05
Alistipes sp900769445,9e-05,6e-05,5e-05,8e-05,7e-05,8e-05,0.0001,0.0001,6e-05,0.00028,9e-05,0.00022,0.00021,0.00022,9e-05,0.00015,0.0002,9e-05
Alistipes finegoldii,2e-05,1e-05,0,2e-05,6e-05,6e-05,1e-05,3e-05,3e-05,7e-05,2e-05,7e-05,4e-05,4e-05,4e-05,2e-05,3e-05,2e-05
Alistipes putredinis,2e-05,1e-05,8e-05,0.00015,0.00019,0.00326,0.00015,5e-05,0.00455,0.00011,6e-05,0.00159,0.00013,2e-05,0.00074,6e-05,3e-05,0.00139
Alistipes shahii,4e-05,2e-05,1e-05,9e-05,7e-05,0.00029,6e-05,6e-05,0.00015,5e-05,5e-05,2e-05,5e-05,4e-05,0.00011,3e-05,4e-05,0.00021
Alistipes sp902363575,0,1e-05,0,1e-05,1e-05,3e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05
Alistipes sp900770585,0,0,0,0,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0,0
Alistipes sp900769525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900550925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes timonensis,0,0,0,0,0,2e-05,0,0,2e-05,0,0,1e-05,0,0,1e-05,0,0,1e-05
Alistipes onderdonkii,0,0,0,0,1e-05,0.00013,0,0,0.00014,0,0,6e-05,0,0,4e-05,0,0,6e-05
Alistipes sp900021155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900550375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900546065,0,0,0,0,0,0.0001,0,0,0.00013,0,0,4e-05,0,0,3e-05,0,0,4e-05
Alistipes sp900542505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900761235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900553175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp001941065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp900290115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes sp902388705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_A indistinctus,0.00083,0.00063,0.00032,9e-05,7e-05,0.00032,0.00031,0.00028,0.00023,0.0005,0.00024,0.00017,0.00037,0.00061,0.00046,0.00069,0.00052,0.0003
Alistipes_A sp900240235,2e-05,2e-05,0,3e-05,5e-05,7e-05,3e-05,6e-05,0.00015,3e-05,3e-05,4e-05,3e-05,4e-05,0.00053,2e-05,2e-05,8e-05
Alistipes_A sp900546005,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistipes_A sp900545315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
Alistipes_A sp900549685,0,0,2e-05,3e-05,3e-05,0,2e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
Tidjanibacter inops_A,4e-05,0.00011,4e-05,3e-05,8e-05,9e-05,7e-05,9e-05,7e-05,0.00023,0.0001,0.00017,0.00015,0.00018,9e-05,8e-05,0.00018,7e-05
Rikenella microfusus,1e-05,0,2e-05,1e-05,0,2e-05,1e-05,1e-05,2e-05,2e-05,0,4e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05
Dysgonomonas gadei,0.00083,0.0009,0.00018,0.00045,0.00027,0.00046,0.00117,0.00089,0.0004,0.0013,0.00098,0.00021,0.00093,0.00133,0.00036,0.00124,0.00124,0.00024
Dysgonomonas sp900556485,0.00011,8e-05,2e-05,3e-05,1e-05,2e-05,5e-05,4e-05,1e-05,0.00015,3e-05,1e-05,8e-05,0.00012,2e-05,0.00012,0.00012,2e-05
Dysgonomonas sp900079735,0,0,0,0,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0,0
MGYG000003338,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysgonomonas capnocytophagoides,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Fermentimonas caenicola,0.00034,0.00031,0.0001,0.00032,0.00017,0.00029,0.00027,0.00075,0.00032,0.00038,0.00032,0.0002,0.0003,0.00045,0.00029,0.00028,0.0003,0.00014
Butyricimonas virosa,0.0005,0.0004,0.00018,0.00014,0.0009,0.00094,0.00025,0.00189,0.00121,0.00046,0.00089,0.00021,0.00033,0.00114,0.00061,0.00044,0.00092,0.00035
Butyricimonas sp900759925,0.00017,0.00012,1e-05,0.0004,0.0004,0.00013,0.00042,0.00039,0.00019,0.00017,0.00041,2e-05,0.00027,0.00018,0.00011,0.00028,0.00017,5e-05
Butyricimonas faecalis,0,0,0,0,2e-05,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
Odoribacter sp900541415,0.00019,0.00019,3e-05,0.00039,0.0004,0.00061,0.00038,0.00029,0.0004,0.0002,0.0003,9e-05,0.00018,0.00029,0.00039,0.00023,0.00022,0.0003
Odoribacter massiliensis,0.00019,0.00012,9e-05,9e-05,6e-05,0.00069,0.00019,0.00017,0.0005,0.00023,0.00013,0.00022,0.00019,0.00028,0.00049,0.00015,0.00016,0.00038
MGYG000004650,0,1e-05,0,8e-05,0.00016,1e-05,1e-05,7e-05,1e-05,2e-05,5e-05,0,1e-05,4e-05,0,1e-05,4e-05,1e-05
MGYG000004711,1e-05,0,0,2e-05,2e-05,0.00011,3e-05,3e-05,7e-05,2e-05,3e-05,1e-05,2e-05,1e-05,7e-05,1e-05,3e-05,5e-05
MGYG000003076,0,0,0,4e-05,2e-05,0.00024,1e-05,1e-05,0.00014,0,1e-05,2e-05,0,0,0.00013,0,0,0.00013
Odoribacter sp900544025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004822,0,0,0,1e-05,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0,0
Gabonibacter massiliensis,9e-05,0.00011,6e-05,0.00016,0.00026,0.00014,0.00016,0.0003,0.00016,0.00012,0.00021,8e-05,0.00011,0.00018,0.00014,0.00013,0.00014,9e-05
Gabonibacter sp900543425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muribaculum intestinale,0.0003,0.0002,0.00011,0.00023,0.0001,0.00028,0.00028,0.00025,0.00024,0.00035,0.00023,0.0004,0.0003,0.00035,0.00025,0.00029,0.00029,0.00035
Muribaculum sp002358615,0.0001,0.0001,8e-05,0.00018,0.00025,0.00036,0.00019,0.00024,0.00028,0.00015,0.00019,0.00071,0.00012,0.00018,0.00026,0.00012,0.00014,0.00056
Muribaculum sp002492595,1e-05,0,1e-05,1e-05,0,6e-05,1e-05,2e-05,5e-05,2e-05,1e-05,0.00011,1e-05,1e-05,5e-05,1e-05,1e-05,7e-05
Muribaculum sp001701195,1e-05,0,0,1e-05,0,0,1e-05,0,0,1e-05,0,0,1e-05,0,0,1e-05,0,0
Sodaliphilus sp004557565,9e-05,9e-05,0,0.00022,0.00045,3e-05,0.00025,0.00026,2e-05,0.00017,0.00029,2e-05,0.00014,0.00035,1e-05,0.00017,0.00025,1e-05
MGYG000003799,0,0,0,0,1e-05,0,0,1e-05,0,1e-05,0,0,1e-05,0,0,0,0,0
MGYG000003728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodaliphilus sp900770215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-279 sp900541935,8e-05,8e-05,6e-05,5e-05,4e-05,0.00016,0.00015,0.00014,0.00018,0.00016,0.00011,0.00035,0.00013,0.00014,0.00014,0.00013,0.00014,0.00026
CAG-279 sp000437795,1e-05,0,1e-05,3e-05,3e-05,4e-05,1e-05,1e-05,4e-05,1e-05,1e-05,0.0002,1e-05,1e-05,4e-05,1e-05,1e-05,0.00032
CAG-279 sp900548875,0,0,0,1e-05,1e-05,2e-05,0,1e-05,2e-05,1e-05,0,4e-05,1e-05,0,2e-05,0,1e-05,4e-05
MGYG000003434,1e-05,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0
CAG-279 sp900544305,0,0,3e-05,1e-05,0,0.00015,1e-05,1e-05,0.00014,1e-05,1e-05,0.00043,1e-05,0,0.00013,0,0,0.00033
CAG-279 sp900541555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-279 sp900550025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900554845,0,3e-05,0,0,0.00013,0,0,3e-05,0,0,6e-05,0,0,8e-05,0,0,4e-05,0
CAG-485 sp900552315,3e-05,2e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,4e-05,1e-05,0,3e-05,3e-05,1e-05,3e-05,3e-05,1e-05
MGYG000004705,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
MGYG000004042,0,0,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,0,0
CAG-485 sp900761855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900542185,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900549375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp002491165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp000437495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900556595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900554345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900760815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900766975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900555915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900541835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-485 sp900321585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002064,0,3e-05,1e-05,0,2e-05,1e-05,0,3e-05,1e-05,0,3e-05,1e-05,0,5e-05,1e-05,0,4e-05,1e-05
CAG-873 sp001701165,0,0,0,0,4e-05,0,0,1e-05,0,0,1e-05,0,0,0,0,0,0,0
CAG-873 sp004552725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp900759825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp004552485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp900755985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp900548975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000448,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,0,1e-05,0
MGYG000004213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-873 sp002493945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncaniella sp001701225,3e-05,2e-05,0,2e-05,1e-05,1e-05,4e-05,3e-05,1e-05,2e-05,3e-05,0,2e-05,3e-05,1e-05,2e-05,2e-05,0
Duncaniella sp900544535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncaniella dubosii,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7173 sp900768685,0,0,0,1e-05,1e-05,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
UBA7173 sp900540205,0,0,0,0,0,1e-05,0,0,1e-05,0,0,3e-05,0,0,0,0,0,2e-05
UBA7173 sp001701135,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7173 sp900555165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
UBA7173 sp900546835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7173 sp900759895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7173 sp900552325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paramuribaculum sp900759915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001775,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Paramuribaculum sp900760855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paramuribaculum sp900546365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amulumruptor sp900539915,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
Amulumruptor sp001689515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amulumruptor sp900547825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTJ01 sp900769345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGM05232 sp900759955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas_A somerae,0.00031,0.00027,0.00013,0.00025,0.00017,0.00019,0.00042,0.0003,0.00017,0.00045,0.00032,8e-05,0.00034,0.00046,0.00018,0.00043,0.00046,0.00013
Porphyromonas_A sp001808555,1e-05,1e-05,3e-05,1e-05,1e-05,2e-05,2e-05,3e-05,2e-05,3e-05,1e-05,1e-05,2e-05,3e-05,2e-05,2e-05,2e-05,1e-05
MGYG000003746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas_A sp900554935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas sp900539765,0.00025,0.00019,9e-05,0.00022,0.00021,0.00021,0.00026,0.00021,0.00017,0.00041,0.00019,0.0005,0.00037,0.00029,0.00017,0.00035,0.00032,0.00023
Porphyromonas sp900538385,5e-05,5e-05,2e-05,0.00012,0.0001,4e-05,0.00011,0.0001,4e-05,8e-05,0.0001,1e-05,8e-05,9e-05,3e-05,8e-05,0.0001,2e-05
Porphyromonas gingivalis,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,4e-05,1e-05,1e-05,3e-05,3e-05,2e-05,2e-05,3e-05,1e-05
Porphyromonas pasteri,1e-05,0,0,0,0,0,1e-05,0,0,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0
MGYG000003813,0,0,0,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,0,0,0,0
Porphyromonas asaccharolytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnesiella intestinihominis,0.00029,0.00035,0.00014,0.00023,0.00024,0.00091,0.00036,0.00035,0.00086,0.00054,0.0003,0.00175,0.0005,0.00061,0.00078,0.00048,0.00054,0.00061
Barnesiella sp900538705,1e-05,1e-05,1e-05,1e-05,1e-05,3e-05,1e-05,2e-05,2e-05,2e-05,1e-05,6e-05,2e-05,2e-05,1e-05,1e-05,2e-05,3e-05
Barnesiella sp002159975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF16 sp900542355,0.00024,0.00026,6e-05,0.00034,0.00039,0.00015,0.00036,0.0003,0.00016,0.00036,0.00032,7e-05,0.00031,0.00034,0.00015,0.00029,0.00031,8e-05
MGYG000003633,0,0,0,0,0,0,1e-05,1e-05,0,0,1e-05,0,0,0,0,0,0,0
SFVR01 sp900769035,0,0,1e-05,1e-05,1e-05,8e-05,1e-05,1e-05,3e-05,1e-05,1e-05,8e-05,1e-05,1e-05,2e-05,1e-05,1e-05,7e-05
SFVR01 sp900771035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1181 sp900769555,0,0,0,0,1e-05,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
HGM05398 sp900767385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA11471 sp000434215,0.0001,0.00015,3e-05,0.00022,0.00028,0.00014,0.00029,0.00022,0.00011,0.00017,0.00023,0.00021,0.00015,0.00025,7e-05,0.00018,0.00023,0.00015
UBA11471 sp900542765,3e-05,2e-05,1e-05,3e-05,2e-05,2e-05,7e-05,4e-05,2e-05,5e-05,4e-05,1e-05,5e-05,5e-05,1e-05,5e-05,4e-05,1e-05
MGYG000003994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacter secundus,9e-05,0.0001,5e-05,0.00012,0.00013,0.00017,0.00015,0.00014,0.00016,0.00022,0.00012,0.0002,0.00018,0.00018,0.00013,0.00015,0.00019,0.00017
UBA3388 sp002358835,1e-05,1e-05,0,1e-05,2e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,2e-05,0,2e-05,1e-05,0
UBA3388 sp900545215,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
HGM05376 sp900769785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F082 sp900769945,0,0,0,0,1e-05,0,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0
F082 sp900771045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F082 sp900542475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3P20-009 sp900766825,1e-05,0,0,2e-05,0,0,2e-05,0,0,0,0,0,1e-05,0,0,1e-05,0,0
UBA1820 sp002314265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1820 sp003150615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chryseobacterium gambrini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epilithonimonas bovis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium lindanitolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterocloster bolteae,0.00909,0.03121,0.00033,0.00271,0.01892,3e-05,0.00079,0.0069,0.00065,0.00164,0.00917,8e-05,0.00702,0.03041,0.00037,0.00109,0.01094,0.00013
Enterocloster clostridioformis,0.00739,0.02593,0.00014,0.00094,0.00543,0.00012,0.00074,0.00448,0.00259,0.00181,0.01363,0.00071,0.00357,0.00889,0.0008,0.00154,0.00974,0.00055
Enterocloster sp000155435,0.01443,0.03146,0.00149,0.00123,0.00228,0.00021,0.00108,0.00478,0.00624,0.00362,0.01909,0.00176,0.00423,0.00379,0.00139,0.00371,0.00807,0.00097
Enterocloster citroniae,0.01271,0.01779,0.00034,0.00306,0.00141,0.0001,0.00046,0.00213,0.00187,0.00286,0.00597,0.00079,0.0046,0.00287,0.00059,0.0023,0.00555,0.0004
Enterocloster sp900555045,2e-05,2e-05,0,0,2e-05,0,0,0,1e-05,1e-05,2e-05,0,0.00011,8e-05,1e-05,0,1e-05,0
Enterocloster sp900543885,0.0021,0.00028,7e-05,0.00013,0.00017,5e-05,9e-05,7e-05,0.00126,0.0008,0.00018,0.00094,0.00066,0.00015,0.0004,0.0004,9e-05,0.00026
MGYG000001954,0.00013,7e-05,1e-05,3e-05,4e-05,0,2e-05,2e-05,3e-05,0.00012,3e-05,0,0.00033,8e-05,2e-05,0.00014,7e-05,2e-05
Enterocloster sp900538485,6e-05,0.00042,0,0,0.00031,0,0,0.00013,1e-05,1e-05,0.00048,1e-05,2e-05,4e-05,0,1e-05,0.00023,0
Enterocloster sp005845215,1e-05,5e-05,0,0,7e-05,0,0,1e-05,0,0,4e-05,0,1e-05,2e-05,0,0,3e-05,0
Enterocloster sp900540675,3e-05,0.00023,0,0,0.00018,0,0,7e-05,1e-05,0,0.00034,0,2e-05,3e-05,0,1e-05,0.00011,0
Enterocloster sp900547035,3e-05,6e-05,0,0,5e-05,0,0,3e-05,1e-05,0,0.00022,0,1e-05,2e-05,1e-05,1e-05,4e-05,0
Enterocloster sp900541315,0.00038,7e-05,2e-05,2e-05,0.00013,1e-05,1e-05,4e-05,0.00039,3e-05,8e-05,0.00087,4e-05,2e-05,0.00013,3e-05,4e-05,0.00014
Enterocloster clostridioformis_A,1e-05,1e-05,0,1e-05,0.0001,0,0,0,0,0,1e-05,0,1e-05,3e-05,0,0,2e-05,0
Enterocloster sp900551225,9e-05,0,0,2e-05,3e-05,0,3e-05,0,7e-05,6e-05,1e-05,0,0.00043,1e-05,5e-05,3e-05,0,0
Enterocloster sp900549235,1e-05,2e-05,0,1e-05,7e-05,0,0,1e-05,1e-05,0,2e-05,2e-05,0,0,1e-05,0,1e-05,0
Enterocloster sp900753815,1e-05,1e-05,0,0,2e-05,0,1e-05,0,0,0,1e-05,0,1e-05,0,0,3e-05,1e-05,0
Clostridium_Q saccharolyticum_A,0.00963,0.03946,0.00127,0.01256,0.00997,0.00016,0.00335,0.01044,0.0055,0.00294,0.02313,0.00159,0.00637,0.0282,0.00564,0.00998,0.00834,0.001
Clostridium_Q sp900547735,0,1e-05,0,0,3e-05,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0
MGYG000002170,0,0,0,1e-05,2e-05,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0
Clostridium_Q sp000435655,4e-05,0,0,0.00029,1e-05,0,1e-05,0,0,1e-05,0,0,4e-05,0,0,1e-05,0,0
TF01-11 sp000436755,0.00429,0.00076,5e-05,0.00525,0.00023,1e-05,0.00164,0.00109,0.00132,0.00282,0.00105,0.0002,0.00052,0.00202,0.00089,0.00125,0.0005,0.00022
TF01-11 sp001414325,0.00032,0.0005,0.00011,5e-05,0.00145,3e-05,7e-05,0.00024,0.0003,8e-05,0.00161,0.00014,0.0001,0.00185,0.00054,0.00015,0.0002,0.00021
